epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.7621597647666931,0.5710513591766357,0.7856602668762207,0.45167580246925354
1,0.8210055232048035,0.39573749899864197,0.8264868855476379,0.3748587965965271
2,0.8463016748428345,0.33936142921447754,0.8305191397666931,0.35592055320739746
3,0.8734564185142517,0.2912108898162842,0.8728578686714172,0.29382240772247314
4,0.8906880021095276,0.25098392367362976,0.8811743855476379,0.26558545231819153
5,0.9041708707809448,0.22260713577270508,0.8876007795333862,0.2686486840248108
6,0.9165511727333069,0.1987021267414093,0.9032257795333862,0.23337547481060028
7,0.9237965941429138,0.17662128806114197,0.9065020084381104,0.21336570382118225
8,0.9336882829666138,0.16029776632785797,0.9061239957809448,0.23758618533611298
9,0.9389805793762207,0.15088802576065063,0.8986895084381104,0.26069653034210205
10,0.9443044066429138,0.13945038616657257,0.9245211482048035,0.2003420740365982
11,0.9500377774238586,0.12602001428604126,0.9290574789047241,0.20592321455478668
12,0.9520854353904724,0.12269370257854462,0.9300655126571655,0.18231189250946045
13,0.9586693644523621,0.10464261472225189,0.9359878897666931,0.17250840365886688
14,0.9605909585952759,0.09619582444429398,0.9121723771095276,0.25831669569015503
15,0.9635521769523621,0.09272625297307968,0.9361138939857483,0.198680117726326
16,0.9648122191429138,0.08990631252527237,0.9393901228904724,0.16094501316547394
17,0.9665133357048035,0.09064987301826477,0.9337197542190552,0.17850026488304138
18,0.9689390063285828,0.0796336680650711,0.9446824789047241,0.20345517992973328
19,0.9692540168762207,0.0785825252532959,0.9163306355476379,0.281132310628891
